Total Orders,Delivered Orders,Cancelled Orders,Revenue,Average Order Value,Average Delivery Time,Average Driver Rating,Average Tip,Average Delivery Fee,On Time %,Average Driver Score
41872,40588,1284,45915025.46,973.2,26.32,4.64,82.68,49.09,91.13,166.42
